기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20241,A,골목상권,3110613,신정네거리역 4번,257,149,108,0,46,65,64,55,27,0,19,41,38,31,20,0,27,24,26,24,7
20241,A,골목상권,3110614,목동로데오거리,763,425,338,0,127,135,148,161,192,0,36,65,76,88,160,0,91,70,72,73,32
20241,A,골목상권,3110615,신서초등학교,1953,1142,811,7,345,490,490,416,205,7,143,306,295,242,149,0,202,184,195,174,56
20241,A,골목상권,3110616,양목초등학교,263,146,117,0,43,45,51,57,67,0,12,21,27,31,55,0,31,24,24,26,12
20241,A,골목상권,3110617,등촌역 4번,134,75,59,0,16,30,37,32,19,0,8,18,21,16,12,0,8,12,16,16,7
20241,A,골목상권,3110618,강서고등학교,375,231,144,0,38,86,114,98,39,0,12,51,68,63,37,0,26,35,46,35,2
20241,A,골목상권,3110619,목4동주민센터,208,130,78,0,25,48,62,52,21,0,11,30,36,33,20,0,14,18,26,19,1
20241,A,골목상권,3110620,목동보건지소,630,380,250,0,73,143,183,159,72,0,31,85,107,96,61,0,42,58,76,63,11
20241,A,골목상권,3110621,목동역 5번,291,190,101,0,51,79,74,59,28,0,24,52,52,43,19,0,27,27,22,16,9
20241,A,골목상권,3110622,달마을공원,545,304,241,0,74,132,147,126,66,0,35,73,81,72,43,0,39,59,66,54,23
20241,A,골목상권,3110623,갈산공원,422,257,165,0,48,98,126,100,50,0,22,56,78,64,37,0,26,42,48,36,13
20241,A,골목상권,3110624,목동문화체육센터,158,89,69,0,20,40,41,36,21,0,9,22,23,21,14,0,11,18,18,15,7
20241,A,골목상권,3110625,신정2동주민센터,10107,5807,4300,3,1830,3287,2711,1787,489,0,739,1807,1678,1192,391,3,1091,1480,1033,595,98
20241,A,골목상권,3110626,양화초등학교,731,411,320,0,101,177,195,167,91,0,47,97,109,96,62,0,54,80,86,71,29
20241,A,골목상권,3110627,신정롯데캐슬아파트,5756,3309,2447,0,1043,1875,1545,1017,276,0,422,1031,958,677,221,0,621,844,587,340,55
20241,A,골목상권,3110628,신목동역,453,253,200,0,64,110,121,103,55,0,31,59,67,59,37,0,33,51,54,44,18
20241,A,골목상권,3110629,송정역 4번,215,113,102,0,35,71,60,42,7,0,7,30,35,35,6,0,28,41,25,7,1
20241,A,골목상권,3110630,공항시장역 1번,321,234,87,0,20,63,77,93,68,0,14,42,55,63,60,0,6,21,22,30,8
20241,A,골목상권,3110631,방화초등학교,94,69,25,0,5,17,21,30,21,0,3,13,15,19,19,0,2,4,6,11,2
20241,A,골목상권,3110632,방화역 3번,555,433,122,0,53,119,140,160,83,0,40,95,111,132,55,0,13,24,29,28,28
20241,A,골목상권,3110633,개화산역 1번,102,75,27,0,9,21,24,29,19,0,6,15,18,21,15,0,3,6,6,8,4
20241,A,골목상권,3110634,송정역 3번,1273,669,604,0,213,425,350,251,34,0,50,176,205,208,30,0,163,249,145,43,4
20241,A,골목상권,3110635,공항시장역 3번,345,198,147,0,52,105,95,75,18,0,16,49,59,62,12,0,36,56,36,13,6
20241,A,골목상권,3110636,방화역 2번,311,248,63,0,29,67,78,90,47,0,23,56,63,75,31,0,6,11,15,15,16
20241,A,골목상권,3110637,송정역 2번,514,269,245,0,85,172,141,101,15,0,19,71,83,84,12,0,66,101,58,17,3
20241,A,골목상권,3110638,신방화역 2번,1329,1051,278,0,132,286,331,383,197,0,100,235,266,318,132,0,32,51,65,65,65
20241,A,골목상권,3110639,신방화역 8번,371,296,75,0,34,79,95,109,54,0,27,65,77,91,36,0,7,14,18,18,18
20241,A,골목상권,3110640,방화역 1번,1520,983,537,0,149,326,386,418,241,0,75,173,238,292,205,0,74,153,148,126,36
20241,A,골목상권,3110641,공항고등학교,421,336,85,0,43,89,104,123,62,0,33,74,84,103,42,0,10,15,20,20,20
20241,A,골목상권,3110642,정곡초등학교,169,109,60,0,16,36,43,46,28,0,8,19,27,32,23,0,8,17,16,14,5
20241,A,골목상권,3110643,강서구다솔마을,1021,536,485,0,171,337,280,199,34,0,41,140,162,164,29,0,130,197,118,35,5
20241,A,골목상권,3110644,신광명마을,123,73,50,0,4,18,34,42,25,0,1,9,16,25,22,0,3,9,18,17,3
20241,A,골목상권,3110645,우장산역 4번,671,397,274,0,30,94,185,228,134,0,11,48,89,134,115,0,19,46,96,94,19
20241,A,골목상권,3110646,푸른들청소년도서관,1432,883,549,0,199,342,367,330,194,0,107,228,223,186,139,0,92,114,144,144,55
20241,A,골목상권,3110647,화곡역 5번,813,464,349,0,74,177,210,230,122,0,34,102,114,131,83,0,40,75,96,99,39
20241,A,골목상권,3110648,양천향교역 7번,400,252,148,0,41,82,93,98,86,0,16,51,57,64,64,0,25,31,36,34,22
20241,A,골목상권,3110649,우장산역 1번,572,319,253,0,125,128,123,122,74,0,48,75,73,73,50,0,77,53,50,49,24
20241,A,골목상권,3110650,우장산힐스테이트,349,192,157,0,76,78,75,74,46,0,28,45,44,44,31,0,48,33,31,30,15
20241,A,골목상권,3110651,화원중학교,501,284,217,0,45,104,126,146,80,0,20,62,68,83,51,0,25,42,58,63,29
20241,A,골목상권,3110652,양천향교역 2번,168,103,65,0,17,36,38,42,35,0,6,21,22,27,27,0,11,15,16,15,8
20241,A,골목상권,3110653,화곡역 2번,449,250,199,0,100,103,95,95,56,0,37,60,58,58,37,0,63,43,37,37,19
20241,A,골목상권,3110654,까치산역 4번,963,549,414,0,86,202,245,280,150,0,40,121,135,156,97,0,46,81,110,124,53
20241,A,골목상권,3110655,발산역 5번,1048,582,466,0,230,236,226,219,137,0,85,138,135,133,91,0,145,98,91,86,46
20241,A,골목상권,3110656,까치산역 3번,684,388,296,0,52,147,175,202,108,0,20,84,99,114,71,0,32,63,76,88,37
20241,A,골목상권,3110657,양천향교역 5번,2792,1503,1289,0,346,597,626,688,535,0,150,329,368,344,312,0,196,268,258,344,223
20241,A,골목상권,3110658,화곡초등학교,306,177,129,0,28,61,77,75,65,0,7,36,46,39,49,0,21,25,31,36,16
20241,A,골목상권,3110659,화곡역 4번,922,540,382,0,79,184,234,234,191,0,23,108,136,126,147,0,56,76,98,108,44
20241,A,골목상권,3110660,등촌3동주민센터,4370,2318,2052,0,547,932,980,1080,831,0,241,508,572,526,471,0,306,424,408,554,360
20241,A,골목상권,3110661,강서새말어린이공원,261,171,90,0,34,71,69,61,26,0,17,47,45,42,20,0,17,24,24,19,6
20241,A,골목상권,3110662,까치산역 1번,493,282,211,0,61,140,150,92,50,0,30,80,79,57,36,0,31,60,71,35,14
20241,A,골목상권,3110663,우장산롯데캐슬아파트앞,498,318,180,0,70,136,128,111,53,0,35,86,81,74,42,0,35,50,47,37,11
20241,A,골목상권,3110664,강서구청옆,196,124,72,0,28,53,51,44,20,0,14,34,32,29,15,0,14,19,19,15,5
20241,A,골목상권,3110665,곰달래도서관,2795,1690,1105,0,352,772,738,651,282,0,204,498,443,351,194,0,148,274,295,300,88
20241,A,골목상권,3110666,KC대학교,196,127,69,0,26,52,51,46,21,0,13,34,33,31,16,0,13,18,18,15,5
20241,A,골목상권,3110667,가양역 10번,546,290,256,0,68,117,122,135,104,0,30,64,71,66,59,0,38,53,51,69,45
20241,A,골목상권,3110668,화곡2동주민센터,1708,1043,665,0,212,474,450,410,162,0,128,312,275,216,112,0,84,162,175,194,50
20241,A,골목상권,3110669,화곡보람2차아파트,71,45,26,0,10,20,18,16,7,0,5,12,11,11,6,0,5,8,7,5,1
20241,A,골목상권,3110670,신곡초등학교,371,204,167,0,64,101,89,83,34,0,25,57,50,44,28,0,39,44,39,39,6
20241,A,골목상권,3110671,등촌1동주민센터,3205,1938,1267,0,639,837,713,572,444,0,235,530,496,378,299,0,404,307,217,194,145
20241,A,골목상권,3110672,백석중학교,198,119,79,0,20,40,50,53,35,0,9,22,30,33,25,0,11,18,20,20,10
20241,A,골목상권,3110673,뜸부기어린이공원,1006,559,447,0,163,282,242,222,97,0,66,165,141,118,69,0,97,117,101,104,28
20241,A,골목상권,3110674,강서구청가양동별관,1182,761,421,2,198,262,332,246,142,1,130,175,213,146,96,1,68,87,119,100,46
20241,A,골목상권,3110675,화곡4동주민센터,309,156,153,0,58,80,71,66,34,0,11,38,38,41,28,0,47,42,33,25,6
20241,A,골목상권,3110676,등촌역 7번,443,264,179,0,51,91,108,113,80,0,22,50,65,72,55,0,29,41,43,41,25
20241,A,골목상권,3110677,등촌역 1번,307,182,125,0,61,81,69,55,41,0,22,50,46,37,27,0,39,31,23,18,14
20241,A,골목상권,3110678,염창무학아파트,398,186,212,0,62,117,117,68,34,0,22,52,47,38,27,0,40,65,70,30,7
20241,A,골목상권,3110679,염창역 2번,1552,722,830,0,243,457,461,263,128,0,88,200,186,146,102,0,155,257,275,117,26
20241,A,골목상권,3110680,온수역 5번(온수산업단지),606,417,189,0,57,117,141,175,116,0,37,74,90,120,96,0,20,43,51,55,20
20241,A,골목상권,3110681,온수역 1번,134,91,43,0,13,26,31,38,26,0,8,17,19,26,21,0,5,9,12,12,5
20241,A,골목상권,3110682,온수역 8번,20,15,5,0,1,3,6,6,4,0,1,2,4,4,4,0,0,1,2,2,0
20241,A,골목상권,3110683,오류고등학교,70,48,22,0,7,14,16,20,13,0,5,8,10,14,11,0,2,6,6,6,2
20241,A,골목상권,3110684,서울공연예술고등학교,134,94,40,0,12,26,31,38,27,0,7,17,20,27,23,0,5,9,11,11,4
20241,A,골목상권,3110685,금강수목원아파트,23,15,8,0,2,5,5,7,4,0,1,3,3,5,3,0,1,2,2,2,1
20241,A,골목상권,3110686,수궁동주민센터,340,238,102,0,30,66,81,98,65,0,17,45,53,69,54,0,13,21,28,29,11
20241,A,골목상권,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",85,52,33,0,8,19,23,22,13,0,3,11,13,14,11,0,5,8,10,8,2
20241,A,골목상권,3110688,오류지구대,153,99,54,0,17,30,39,47,20,0,12,21,25,27,14,0,5,9,14,20,6
20241,A,골목상권,3110689,오류동역 3번,324,207,117,0,41,60,81,96,46,0,30,42,49,54,32,0,11,18,32,42,14
20241,A,골목상권,3110690,오류2동버들시장,606,376,230,0,55,138,158,156,99,0,25,80,92,99,80,0,30,58,66,57,19
20241,A,골목상권,3110691,개봉중학교,3122,1824,1298,0,264,672,751,835,600,0,136,375,386,476,451,0,128,297,365,359,149
20241,A,골목상권,3110692,큰굴다리,1643,958,685,0,138,353,395,440,317,0,72,195,202,250,239,0,66,158,193,190,78
20241,A,골목상권,3110693,오류동역 4번,58,37,21,0,7,11,14,18,8,0,5,8,9,10,5,0,2,3,5,8,3
20241,A,골목상권,3110694,세곡초등학교,2853,1680,1173,0,239,619,691,766,538,0,126,348,358,439,409,0,113,271,333,327,129
20241,A,골목상권,3110695,개봉1동주민센터,3698,2175,1523,0,312,801,900,992,693,0,169,449,464,566,527,0,143,352,436,426,166
20241,A,골목상권,3110696,오류동역 1번,708,352,356,0,126,173,167,168,74,0,73,112,74,55,38,0,53,61,93,113,36
20241,A,골목상권,3110697,개봉3동주민센터,52,35,17,0,2,15,15,12,8,0,1,10,10,7,7,0,1,5,5,5,1
20241,A,골목상권,3110698,개웅초등학교(개웅중학교),101,60,41,0,13,27,28,23,10,0,7,18,16,11,8,0,6,9,12,12,2
20241,A,골목상권,3110699,덕의초등학교,296,189,107,0,27,70,79,81,39,0,19,44,46,47,33,0,8,26,33,34,6
20241,A,골목상권,3110700,고척초등학교,1100,721,379,0,92,229,280,320,179,0,48,144,173,215,141,0,44,85,107,105,38
20241,A,골목상권,3110701,고척동성당,299,189,110,0,30,69,78,82,40,0,19,44,46,47,33,0,11,25,32,35,7
20241,A,골목상권,3110702,개봉초등학교,481,298,183,0,60,121,125,106,69,0,30,76,76,61,55,0,30,45,49,45,14
20241,A,골목상권,3110703,개봉역,5622,3245,2377,0,513,1218,1353,1492,1046,0,270,686,685,827,777,0,243,532,668,665,269
20241,A,골목상권,3110704,고척중학교,234,166,68,0,21,48,62,70,33,0,11,32,43,53,27,0,10,16,19,17,6
20241,A,골목상권,3110705,고산초등학교,137,98,39,0,12,28,36,42,19,0,6,19,25,32,16,0,6,9,11,10,3
20241,A,골목상권,3110706,그라운드 고척,622,446,176,0,53,126,167,187,89,0,28,85,117,142,74,0,25,41,50,45,15
20241,A,골목상권,3110707,구로창업지원센터,4239,2793,1446,0,695,1322,1035,770,417,0,287,900,749,537,320,0,408,422,286,233,97
20241,A,골목상권,3110708,화원어린이공원,138,85,53,0,15,32,36,36,19,0,6,19,21,24,15,0,9,13,15,12,4
20241,A,골목상권,3110709,구로119안전센터,201,127,74,0,23,48,51,51,28,0,10,29,31,35,22,0,13,19,20,16,6
20241,A,골목상권,3110710,남구로역 3번,440,266,174,0,40,104,112,111,73,0,18,60,64,70,54,0,22,44,48,41,19
20241,A,골목상권,3110711,구로초등학교,763,475,288,0,87,176,196,197,107,0,39,105,119,130,82,0,48,71,77,67,25
20241,A,골목상권,3110712,남구로역 5번,150,87,63,0,6,33,42,42,27,0,1,20,22,22,22,0,5,13,20,20,5
20241,A,골목상권,3110713,구로보건소,1979,1244,735,0,279,466,515,436,283,0,155,321,340,259,169,0,124,145,175,177,114
20241,A,골목상권,3110714,구로4동주민센터,345,211,134,0,29,76,91,90,59,0,12,46,52,55,46,0,17,30,39,35,13
20241,A,골목상권,3110715,구로구민회관,113,74,39,0,15,26,30,26,16,0,9,19,20,16,10,0,6,7,10,10,6
20241,A,골목상권,3110716,구로나눔길,236,146,90,0,29,57,58,60,32,0,13,34,35,39,25,0,16,23,23,21,7
20241,A,골목상권,3110717,남구로역 2번,545,341,204,0,90,175,143,74,63,0,44,115,96,44,42,0,46,60,47,30,21
20241,A,골목상권,3110718,한국SGI본부,1050,661,389,0,149,247,271,233,150,0,84,170,178,138,91,0,65,77,93,95,59
20241,A,골목상권,3110719,영서중학교,82,55,27,0,18,27,21,10,6,0,9,18,15,8,5,0,9,9,6,2,1
20241,A,골목상권,3110720,대림역 2번,161,89,72,0,15,34,41,41,30,0,6,20,21,21,21,0,9,14,20,20,9
20241,A,골목상권,3110721,가리봉파출소,304,142,162,0,10,53,73,68,100,0,2,26,31,26,57,0,8,27,42,42,43
20241,A,골목상권,3110722,G타워,2711,1778,933,8,564,914,688,337,200,5,285,606,485,236,161,3,279,308,203,101,39
20241,A,골목상권,3110723,가산디지털단지역 1번 출입구,279,186,93,0,55,89,69,40,26,0,31,59,50,27,19,0,24,30,19,13,7
20241,A,골목상권,3110724,금천구립가산도서관,311,205,106,0,60,98,77,46,30,0,32,66,56,30,21,0,28,32,21,16,9
20241,A,골목상권,3110725,가산동주민센터,352,232,120,0,70,110,88,51,33,0,37,74,63,34,24,0,33,36,25,17,9
20241,A,골목상권,3110726,금천철쭉어린이공원(금하마을),140,95,45,0,6,18,19,34,63,0,5,13,14,22,41,0,1,5,5,12,22
20241,A,골목상권,3110727,독산역 1번 출입구,521,335,186,0,39,71,88,115,208,0,23,48,57,71,136,0,16,23,31,44,72
20241,A,골목상권,3110728,두산초등학교,341,218,123,0,26,45,57,76,137,0,15,30,36,47,90,0,11,15,21,29,47
20241,A,골목상권,3110729,가산동우체국,332,219,113,0,66,105,83,47,31,0,36,69,59,33,22,0,30,36,24,14,9
20241,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),577,373,204,0,44,77,95,125,236,0,26,51,62,79,155,0,18,26,33,46,81
20241,A,골목상권,3110731,금천구청역 1번 출입구,881,475,406,0,129,208,208,223,113,0,59,104,104,127,81,0,70,104,104,96,32
20241,A,골목상권,3110732,가산초등학교(세일중학교),614,395,219,0,47,85,104,135,243,0,29,56,67,82,161,0,18,29,37,53,82
20241,A,골목상권,3110733,금천어울림복지센터,288,155,133,0,39,71,70,72,36,0,18,35,35,41,26,0,21,36,35,31,10
20241,A,골목상권,3110734,금천파출소,76,40,36,0,11,18,18,20,9,0,5,9,9,11,6,0,6,9,9,9,3
20241,A,골목상권,3110735,말미고개,496,287,209,0,47,102,124,159,64,0,26,46,62,96,57,0,21,56,62,63,7
20241,A,골목상권,3110736,독산119안전센터,402,235,167,0,45,69,83,96,109,0,31,41,50,47,66,0,14,28,33,49,43
20241,A,골목상권,3110737,금천세무서,510,377,133,0,35,75,91,104,205,0,20,48,49,63,197,0,15,27,42,41,8
20241,A,골목상권,3110738,문성초등학교,539,395,144,0,36,82,101,108,212,0,19,54,55,64,203,0,17,28,46,44,9
20241,A,골목상권,3110739,시흥3동 우편취급국,378,226,152,0,28,55,87,99,109,0,15,36,51,54,70,0,13,19,36,45,39
20241,A,골목상권,3110740,금천해태공원,620,346,274,0,83,137,146,175,79,0,41,66,73,102,64,0,42,71,73,73,15
20241,A,골목상권,3110741,독산2동주민센터,244,143,101,0,25,52,58,79,30,0,14,24,29,48,28,0,11,28,29,31,2
20241,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),347,197,150,0,39,69,82,89,68,0,20,38,44,50,45,0,19,31,38,39,23
20241,A,골목상권,3110743,시흥초등학교(시흥1동우체국),343,186,157,0,51,84,84,83,41,0,24,42,42,47,31,0,27,42,42,36,10
20241,A,골목상권,3110744,독산동성당,467,299,168,0,38,74,97,109,149,0,27,45,59,54,114,0,11,29,38,55,35
20241,A,골목상권,3110745,독산동정훈단지,263,154,109,0,27,54,63,83,36,0,15,24,32,51,32,0,12,30,31,32,4
20241,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),96,54,42,0,17,22,22,25,10,0,8,11,11,14,10,0,9,11,11,11,0
20241,A,골목상권,3110747,석수역 1번 출입구,593,350,243,0,42,88,137,155,171,0,21,57,80,84,108,0,21,31,57,71,63
20241,A,골목상권,3110748,백산초등학교,198,120,78,0,26,49,53,44,26,0,13,32,32,24,19,0,13,17,21,20,7
20241,A,골목상권,3110749,금산초등학교(금천고등학교),812,481,331,0,57,119,188,213,235,0,30,77,109,116,149,0,27,42,79,97,86
20241,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),390,239,151,0,63,82,115,98,32,0,40,57,69,46,27,0,23,25,46,52,5
20241,A,골목상권,3110751,난곡중학교,323,240,83,0,16,51,62,66,128,0,9,33,33,40,125,0,7,18,29,26,3
20241,A,골목상권,3110752,한울중학교,629,384,245,0,99,135,186,162,47,0,62,94,111,76,41,0,37,41,75,86,6
20241,A,골목상권,3110753,시흥동 은행나무사거리,437,273,164,0,54,111,121,90,61,0,29,77,77,46,44,0,25,34,44,44,17
20241,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),307,186,121,0,39,68,86,73,41,0,22,47,51,36,30,0,17,21,35,37,11
20241,A,골목상권,3110755,동일여자고등학교,785,461,324,0,82,160,197,229,117,0,45,93,111,132,80,0,37,67,86,97,37
20241,A,골목상권,3110756,문래중학교,442,259,183,0,88,103,99,88,64,0,46,66,59,46,42,0,42,37,40,42,22
20241,A,골목상권,3110757,양평역 2번,1670,969,701,0,331,389,372,335,243,0,168,249,222,172,158,0,163,140,150,163,85
20241,A,골목상권,3110758,문래소공원,1464,1065,399,0,226,479,452,230,77,0,126,364,369,157,49,0,100,115,83,73,28
20241,A,골목상권,3110759,문래예술촌(문래창작촌),24026,17462,6564,8,3703,7864,7407,3790,1254,1,2067,5980,6053,2572,789,7,1636,1884,1354,1218,465
20241,A,골목상권,3110760,선유도역 6번,4330,2482,1848,0,790,1183,1198,748,411,0,344,713,679,442,304,0,446,470,519,306,107
20241,A,골목상권,3110761,문래동남성맨션,966,703,263,0,148,316,299,152,51,0,83,241,244,103,32,0,65,75,55,49,19
20241,A,골목상권,3110762,선유도역 1번,3631,2082,1549,0,658,994,1010,629,340,0,282,603,571,372,254,0,376,391,439,257,86
20241,A,골목상권,3110763,영등포구청역 2번,696,419,277,0,119,198,156,127,96,0,47,111,99,89,73,0,72,87,57,38,23
20241,A,골목상권,3110764,문래역 3번,239,144,95,0,41,69,53,44,32,0,16,38,34,31,25,0,25,31,19,13,7
20241,A,골목상권,3110765,문래동사거리,3606,2620,986,1,557,1180,1113,568,187,0,312,897,910,384,117,1,245,283,203,184,70
20241,A,골목상권,3110766,대림역 5번,388,255,133,0,36,78,104,90,80,0,18,57,75,57,48,0,18,21,29,33,32
20241,A,골목상권,3110767,도림동주민센터,45,31,14,0,2,7,12,13,11,0,0,5,8,9,9,0,2,2,4,4,2
20241,A,골목상권,3110768,도림2동유수지내체육시설,144,100,44,0,4,23,38,43,36,0,0,16,26,29,29,0,4,7,12,14,7
20241,A,골목상권,3110769,대림차이나타운(대림역 12번),132,69,63,0,25,31,30,20,26,0,11,17,13,11,17,0,14,14,17,9,9
20241,A,골목상권,3110770,영등포구청역 6번,189,116,73,0,34,55,43,32,25,0,13,31,27,24,21,0,21,24,16,8,4
20241,A,골목상권,3110771,대림역 11번,190,97,93,0,35,45,42,29,39,0,14,24,18,16,25,0,21,21,24,13,14
20241,A,골목상권,3110772,신우어린이공원,130,83,47,0,13,27,35,30,25,0,7,19,24,19,14,0,6,8,11,11,11
20241,A,골목상권,3110773,당산역 13번,166,95,71,0,30,45,46,29,16,0,13,27,26,17,12,0,17,18,20,12,4
20241,A,골목상권,3110774,당산반도유보라팰리스아파트,431,288,143,0,68,95,107,95,66,0,34,59,74,70,51,0,34,36,33,25,15
20241,A,골목상권,3110775,대동초등학교,165,86,79,0,29,38,37,28,33,0,12,21,16,16,21,0,17,17,21,12,12
20241,A,골목상권,3110776,도신초등학교,393,256,137,0,35,81,104,97,76,0,18,58,75,60,45,0,17,23,29,37,31
20241,A,골목상권,3110777,구로세무서,2776,2019,757,0,431,909,856,437,143,0,241,691,700,297,90,0,190,218,156,140,53
20241,A,골목상권,3110778,구로디지털단지역 4번,1123,567,556,0,211,269,246,175,222,0,83,141,105,97,141,0,128,128,141,78,81
20241,A,골목상권,3110779,대림갑을명가아파트,28,10,18,0,9,6,8,4,1,0,1,2,4,2,1,0,8,4,4,2,0
20241,A,골목상권,3110780,신길대성유니드아파트,405,196,209,0,28,91,141,104,41,0,11,41,52,52,40,0,17,50,89,52,1
20241,A,골목상권,3110781,대림한신아파트,117,40,77,0,40,30,24,20,3,0,5,10,12,10,3,0,35,20,12,10,0
20241,A,골목상권,3110782,영등포시장역 4번,152,85,67,0,29,37,36,30,20,0,11,20,22,18,14,0,18,17,14,12,6
20241,A,골목상권,3110783,영등포시장역 1번,362,203,159,0,68,90,84,72,48,0,26,51,53,42,31,0,42,39,31,30,17
20241,A,골목상권,3110784,신대림초등학교,92,35,57,0,31,23,18,16,4,0,6,8,9,8,4,0,25,15,9,8,0
20241,A,골목상권,3110785,영등포푸르지오아파트,238,164,74,0,15,45,63,66,49,0,5,27,43,48,41,0,10,18,20,18,8
20241,A,골목상권,3110786,당산역 8번,249,165,84,0,42,54,59,56,38,0,21,33,41,41,29,0,21,21,18,15,9
20241,A,골목상권,3110787,신길3동주민센터,274,231,43,0,1,33,68,79,93,0,0,28,54,61,88,0,1,5,14,18,5
20241,A,골목상권,3110788,영등포시장역 3번,64,36,28,0,11,16,16,12,9,0,4,9,9,7,7,0,7,7,7,5,2
20241,A,골목상권,3110789,대림성모병원,535,197,338,0,178,127,118,85,27,0,31,42,59,43,22,0,147,85,59,42,5
20241,A,골목상권,3110790,대림1동주민센터,414,180,234,0,69,94,127,93,31,0,14,37,51,47,31,0,55,57,76,46,0
20241,A,골목상권,3110791,신풍역 3번,106,51,55,0,8,23,37,28,10,0,3,10,13,15,10,0,5,13,24,13,0
20241,A,골목상권,3110792,영등포역 2번,459,274,185,0,50,105,123,120,61,0,19,56,74,76,49,0,31,49,49,44,12
20241,A,골목상권,3110793,대림썬프라자,15,6,9,0,5,3,4,2,1,0,1,1,2,1,1,0,4,2,2,1,0
20241,A,골목상권,3110794,영동초등학교,1146,761,385,0,183,259,278,252,174,0,91,160,193,185,132,0,92,99,85,67,42
20241,A,골목상권,3110795,도림초등학교,75,63,12,0,0,8,19,24,24,0,0,8,14,17,24,0,0,0,5,7,0
20241,A,골목상권,3110796,한림대학교한강성심병원,182,103,79,0,34,45,43,36,24,0,12,26,27,22,16,0,22,19,16,14,8
20241,A,골목상권,3110797,KT대방빌딩,43,26,17,0,2,11,12,11,7,0,1,6,7,6,6,0,1,5,5,5,1
20241,A,골목상권,3110798,신풍역 2번,127,81,46,0,12,30,33,28,24,0,6,19,20,18,18,0,6,11,13,10,6
20241,A,골목상권,3110799,영등포본동주민센터,119,69,50,0,15,29,31,30,14,0,5,15,18,19,12,0,10,14,13,11,2
20241,A,골목상권,3110800,영등포동성당,621,348,273,0,112,156,149,122,82,0,40,87,93,72,56,0,72,69,56,50,26
20241,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),19,13,6,0,2,4,5,4,4,0,1,3,3,3,3,0,1,1,2,1,1
20241,A,골목상권,3110802,신길동홍어거리,550,273,277,0,91,130,142,130,57,0,31,60,69,70,43,0,60,70,73,60,14
20241,A,골목상권,3110803,신길2동우편취급국,393,227,166,0,54,98,105,99,37,0,22,50,60,63,32,0,32,48,45,36,5
20241,A,골목상권,3110804,신풍역 1번,333,218,115,0,32,79,89,72,61,0,16,53,54,49,46,0,16,26,35,23,15
20241,A,골목상권,3110805,신길새마을금고신길4동지점,165,84,81,0,28,40,42,39,16,0,10,19,21,21,13,0,18,21,21,18,3
20241,A,골목상권,3110806,서울시립영등포장애인복지관,246,137,109,0,45,62,59,49,31,0,16,34,37,29,21,0,29,28,22,20,10
20241,A,골목상권,3110807,신길역 3번,128,71,57,0,23,31,31,25,18,0,9,17,18,14,13,0,14,14,13,11,5
20241,A,골목상권,3110808,신길역 1번,90,51,39,0,11,24,24,22,9,0,4,12,13,14,8,0,7,12,11,8,1
20241,A,골목상권,3110809,장훈고등학교,221,132,89,0,32,55,59,54,21,0,15,29,35,35,18,0,17,26,24,19,3
20241,A,골목상권,3110810,영신초등학교,832,351,481,0,144,208,188,163,129,0,36,98,87,65,65,0,108,110,101,98,64
20241,A,골목상권,3110811,보라매역 4번,143,91,52,0,10,36,42,31,24,0,5,21,25,20,20,0,5,15,17,11,4
20241,A,골목상권,3110812,신길6동주민센터,275,179,96,0,30,66,72,60,47,0,15,43,45,41,35,0,15,23,27,19,12
20241,A,골목상권,3110813,보라매역 6번,552,372,180,0,63,113,131,147,98,0,36,76,86,96,78,0,27,37,45,51,20
20241,A,골목상권,3110814,서울지방병무청,1106,663,443,0,147,233,247,288,191,0,67,140,151,169,136,0,80,93,96,119,55
20241,A,골목상권,3110815,공군호텔,2281,1077,1204,0,377,541,514,482,367,0,118,272,258,224,205,0,259,269,256,258,162
